date,569_Cineplex Entertainment,23_Dance,47_Car,815_Canada,170_Driving,249_Health,71_Recipe,276_Restaurant,634_Clinic,250_Hospital,168_Fire,437_Disease,11_Canada,29_Sales,96_RE/MAX,18_Canada,67_Hotel,179_Hotel,5_Download,68_Canada,78_Xbox,696_Jewellery,329_Canada Revenue Agency,95_Staples Canada,423_Bankruptcy,279_Credit,1160_Business,813_Student,466_Mortgage loan,468_Car,46_Plant,750_Forest,747_Fish,121_Circulaire,123_Cigarette,697_Shoes,1176_Printing,1268_Price,288_Canada,248_Jean Coutu Group,30_Hewlett-Packard,287_Valve,612_Film,13_Google,31_Java,7_Royal Bank of Canada,38_Insurance,969_Lawyer,477_Architecture,25_Marketing,380_Veterinarian,1010_Vacation,726_Desjardins Group,76_Canada,74_University,256_Clinic,508_Unemployment,20_National Hockey League,1199_Quebec,144_Hair,748_Tractor,48_Door,255_Clinic,50_Canada Post,664_Logistics,60_Job,802_Job,621_Food,1140_Boat,841_Flyer,289_Truck,665_Ship,662_Airline,354_Canada,666_Train,1150_Canada Post,277_Liquor Control Board of Ontario,650_Door,651_Bridge,652_General contractor,158_The Home Depot,1143_Netflix,70_Gift,271_Refrigerator,270_Furniture,233_Waste,473_Car,1339_Carpool,932_FIFA,882_Dog,94_Yoga,293_Wedding,205_Car,208_Park,1081_Rent,73_Walmart,185_Model,610_Truck,206_Cruise ship,1003_Backpack,918_Menu,355_Book,145_Massage,894_Theatre,960_Employment,961_Résumé,378_Rent,465_Insurance,1164_Canada,784_Stock,1209_News,396_Election,408_Newspaper,832_Flooring,952_Swimming pool,1139_Bank,107_Stock,343_SQL,77_PayPal,278_Tax,1300_CEGEP,730_Git,341_Salesforce,334_Trade fair,314_Antivirus software,718_Outsourcing,728_Server,1162_Canada Revenue Agency,53_GoDaddy,342_Enterprise resource planning,1159_Salary,1214_Truck,670_Fertilizer,12_Canada,566_Textile,672_Adhesive,673_Color
2004-01-01,0,75,83,74,53,67,28,36,14,65,78,10,27,63,33,22,76,75,100,10,47,0,0,53,29,54,22,58,18,56,15,92,100,1,91,36,93,0,34,0,80,77,100,7,93,61,62,30,88,93,100,73,0,99,100,15,27,60,62,73,36,27,13,22,67,82,91,83,36,3,49,26,64,89,42,23,0,28,71,0,15,1,10,35,87,64,84,14,2,42,37,69,60,26,30,11,75,56,31,14,3,97,44,69,70,0,30,40,76,7,28,0,97,43,41,100,8,81,51,39,77,0,2,0,80,81,100,0,4,0,22,45,24,53,60,10,50
2004-02-01,0,71,84,80,44,54,26,35,11,76,82,100,27,88,33,20,85,88,99,9,38,0,0,68,43,56,7,61,19,54,18,83,60,1,84,36,99,3,38,0,20,66,73,6,100,74,61,33,88,96,77,62,0,100,92,13,22,82,100,58,47,25,27,21,53,83,47,100,38,2,53,28,43,82,43,21,0,25,88,0,21,0,12,21,80,65,84,0,1,40,30,64,59,28,34,9,77,71,27,11,4,72,62,87,100,0,28,39,74,6,33,0,96,53,24,68,8,84,48,62,73,0,0,0,73,99,91,0,5,100,29,53,31,51,100,41,76
2004-03-01,0,82,87,89,46,62,24,34,10,78,76,12,27,100,41,21,83,94,94,10,36,84,0,61,32,48,17,27,23,46,16,93,94,0,83,44,100,5,45,0,100,73,80,6,100,64,67,45,100,79,50,48,0,90,89,14,20,100,56,90,37,22,16,19,83,79,57,86,32,3,54,24,53,80,50,19,53,22,66,0,11,0,10,31,86,52,90,0,2,37,28,61,61,30,46,11,98,80,29,12,5,95,53,83,76,0,32,30,74,5,39,0,94,53,48,36,6,100,42,75,48,2,7,96,100,54,86,0,1,0,23,41,61,51,48,13,31
2004-04-01,19,79,95,85,52,51,23,31,12,79,80,59,27,78,49,22,80,89,93,10,34,67,0,18,28,48,7,50,100,67,18,73,72,1,94,49,96,5,47,0,30,65,79,11,84,63,74,32,61,92,60,50,0,91,82,15,22,100,89,75,55,28,13,19,48,86,69,56,40,3,60,22,50,100,42,19,42,29,77,42,9,0,9,34,81,75,98,11,1,38,23,59,73,32,40,9,90,86,22,10,4,84,49,80,77,0,38,27,69,6,34,0,100,57,41,38,6,97,44,68,55,3,0,76,67,92,87,0,3,0,40,53,31,51,71,61,100
2004-05-01,0,76,100,92,49,76,24,33,12,73,60,35,32,96,72,21,77,84,90,10,38,0,0,51,33,51,10,52,24,72,28,84,91,1,95,48,90,22,48,0,53,92,65,9,88,67,74,34,70,80,49,43,0,86,78,14,17,80,63,78,48,29,23,18,51,92,94,54,36,3,63,18,55,65,40,18,0,30,83,0,37,0,14,31,74,66,95,3,3,41,28,70,75,43,52,10,75,71,20,10,5,84,45,79,64,0,32,34,79,6,40,1,93,53,70,46,5,90,48,30,60,0,3,90,93,94,81,0,4,0,27,58,27,49,43,45,0
2004-06-01,0,73,90,83,71,79,24,30,14,79,89,90,30,83,15,22,82,91,89,10,36,0,0,45,26,53,10,56,25,79,23,87,82,0,86,45,100,6,49,0,73,90,80,9,92,100,75,41,68,86,82,51,0,92,80,16,25,27,57,88,52,28,24,20,83,99,63,54,56,3,60,21,46,98,52,20,39,28,60,39,22,1,12,28,75,65,93,23,5,39,27,73,93,55,54,11,82,79,19,11,5,89,48,66,85,0,40,48,60,5,30,6,94,50,68,48,5,93,47,29,44,1,3,23,73,92,82,0,7,0,22,61,11,51,80,46,46
2004-07-01,19,63,94,95,65,77,28,32,16,81,95,28,33,100,47,24,94,100,93,10,42,0,0,39,39,57,13,94,35,70,17,58,51,1,58,42,83,4,48,100,77,84,78,8,82,75,70,34,62,85,68,64,0,81,80,19,26,24,30,86,59,31,13,19,92,85,29,64,72,3,50,22,100,98,48,19,41,32,40,41,23,0,13,53,89,52,100,7,4,43,35,78,100,79,64,12,96,72,25,12,5,83,53,86,74,0,40,40,22,5,34,1,94,57,86,37,5,95,49,27,39,0,2,0,85,76,87,0,0,0,21,45,24,49,79,39,48
2004-08-01,0,82,95,91,68,87,29,32,13,82,80,34,32,97,100,25,94,100,94,11,39,0,0,59,32,60,29,81,24,70,16,56,70,1,63,55,91,4,39,91,96,86,64,10,82,73,74,36,61,78,26,60,0,83,86,16,17,22,47,83,58,33,0,19,84,82,100,58,64,3,54,22,71,89,46,19,0,34,37,0,26,1,10,40,98,58,98,3,2,50,31,80,94,58,54,11,98,85,26,19,4,86,52,74,72,100,39,42,46,5,31,0,92,53,70,46,5,89,45,28,83,0,5,22,96,52,79,0,6,57,22,53,16,50,62,53,22
2004-09-01,0,85,85,85,61,86,28,32,12,73,89,86,30,71,26,23,84,91,95,11,42,0,0,53,32,51,9,66,51,68,16,70,43,0,86,49,86,3,46,83,48,77,80,11,92,87,64,42,67,97,52,51,0,83,96,15,23,20,57,56,45,29,21,19,69,79,61,55,43,3,49,27,49,85,42,20,0,30,45,68,24,0,12,33,86,53,85,6,2,38,34,61,64,24,24,11,79,86,28,14,5,94,54,71,73,0,32,41,42,4,38,1,92,50,37,53,5,100,44,23,67,0,1,20,88,56,82,0,3,0,24,39,10,48,78,56,0
2004-10-01,0,69,87,85,52,59,31,33,11,64,93,70,25,70,64,22,72,78,92,11,49,0,0,95,16,49,23,57,29,60,15,64,62,1,100,46,90,5,44,0,39,83,83,12,94,70,61,31,68,85,43,46,0,84,85,14,19,32,39,63,50,27,31,19,90,74,36,87,30,3,50,30,42,88,31,19,100,27,63,100,7,0,15,23,78,68,84,3,3,35,31,57,59,21,23,14,77,59,20,9,4,80,46,80,53,0,27,32,47,5,33,2,87,46,16,56,6,79,55,22,68,0,3,60,83,64,83,0,8,77,29,43,34,48,64,40,39
2004-11-01,30,83,75,77,39,56,28,38,16,64,84,61,29,54,38,23,72,72,87,11,60,0,0,100,32,50,10,59,49,66,14,90,73,1,90,48,85,1,37,0,31,99,60,11,95,72,59,37,100,100,74,59,0,85,82,18,22,8,76,59,39,25,0,20,48,72,82,74,21,5,48,23,43,95,44,20,33,25,81,33,23,0,26,35,83,74,69,11,2,34,32,47,55,19,21,16,77,58,21,13,5,91,51,100,45,88,29,25,69,5,43,4,90,53,19,55,5,96,50,25,65,0,3,20,72,100,61,0,6,0,39,48,24,49,72,55,97
2004-12-01,0,65,72,65,41,50,40,38,15,66,67,58,27,56,48,28,67,66,90,14,67,100,0,83,27,41,8,39,27,50,16,55,49,1,70,48,79,5,30,0,52,76,59,11,83,62,50,32,66,70,26,67,0,71,71,17,19,37,53,51,43,26,0,31,43,55,23,77,22,4,46,24,56,74,52,31,31,26,100,63,15,1,49,22,79,48,62,11,2,32,30,42,56,20,20,19,93,61,15,12,4,98,51,72,56,0,23,26,74,4,42,0,75,35,25,46,6,74,45,24,70,0,3,38,91,64,66,0,6,0,32,42,27,50,57,45,37
2005-01-01,0,78,78,75,37,65,28,34,15,68,80,60,28,64,40,20,82,91,92,10,51,0,0,60,21,47,16,49,17,57,13,77,52,1,92,36,85,4,40,0,43,77,95,10,84,69,57,40,71,83,46,82,0,83,94,16,22,40,74,65,44,30,0,24,41,79,70,65,31,4,33,17,60,78,52,24,0,29,72,78,16,0,9,22,85,67,71,7,2,36,35,70,55,19,32,11,100,69,25,13,5,94,43,61,50,0,33,31,51,5,34,0,82,48,19,35,5,78,52,39,79,0,2,63,88,63,73,0,10,0,27,29,15,56,67,50,31
2005-02-01,0,70,76,80,56,73,27,42,16,76,86,46,24,68,33,19,88,93,86,9,41,0,0,36,30,46,15,48,42,56,14,68,69,0,81,42,86,3,43,69,67,72,70,11,97,65,59,35,77,95,47,69,0,86,76,17,23,37,65,74,35,28,0,21,70,84,56,60,41,3,56,25,52,79,35,21,28,28,76,56,24,0,11,19,81,51,74,10,3,37,29,64,66,26,42,10,86,68,26,8,4,52,49,61,54,0,34,40,46,5,39,0,78,57,28,54,6,88,45,62,72,1,5,34,98,39,79,0,12,22,26,53,12,50,44,54,67
2005-03-01,0,76,85,86,59,65,27,33,13,81,78,33,27,80,27,19,81,91,83,11,43,38,0,27,24,51,17,42,36,59,17,82,58,1,99,49,87,6,39,0,45,81,66,11,90,60,63,40,79,97,48,63,0,79,82,16,23,11,85,58,57,28,15,21,62,84,73,87,38,4,44,19,69,93,42,21,95,28,61,71,28,0,10,32,87,56,85,12,3,37,28,55,66,26,38,11,83,87,21,8,5,58,51,56,56,0,34,34,43,6,38,0,90,55,26,75,6,82,54,78,72,0,3,100,73,60,68,0,10,18,32,37,24,54,64,34,14
2005-04-01,0,76,95,87,55,62,23,36,15,79,65,51,27,83,32,19,77,89,74,10,45,0,0,38,27,48,14,46,59,79,20,69,77,1,82,56,84,7,38,0,26,63,61,12,78,83,59,37,72,80,68,42,0,84,70,18,18,13,43,66,50,34,0,19,49,93,49,72,36,5,44,19,42,78,50,19,55,35,74,82,25,0,9,19,77,57,93,12,2,38,32,63,68,30,41,11,89,65,29,11,5,71,43,70,71,0,34,28,58,5,41,1,89,57,54,31,5,91,50,71,65,2,1,50,90,56,58,0,7,21,22,42,28,50,49,26,49
2005-05-01,0,75,86,81,63,58,24,36,15,83,72,23,30,86,38,19,79,90,73,10,86,0,0,68,20,50,10,50,21,55,24,75,79,1,56,48,92,6,33,0,6,71,70,13,79,74,64,42,56,77,50,45,0,80,67,17,20,12,52,74,50,25,15,18,61,100,53,73,45,4,50,25,54,78,42,18,74,26,62,49,33,0,12,24,80,57,81,0,2,31,28,70,75,40,50,12,84,69,26,13,5,71,46,64,60,0,36,41,50,4,40,1,80,56,55,45,4,82,41,33,61,1,0,45,47,47,72,0,7,0,21,46,46,53,54,29,58
2005-06-01,0,76,84,84,67,65,26,35,14,77,81,29,32,81,39,20,83,93,68,9,46,0,0,35,30,51,9,68,43,71,20,74,80,1,56,43,76,4,50,0,18,77,74,13,72,82,67,46,67,84,66,45,0,78,68,16,21,21,61,70,50,31,39,21,60,93,50,51,61,4,36,20,55,81,30,21,50,31,55,50,30,0,13,43,75,62,78,6,5,37,30,77,90,55,57,12,79,72,16,10,4,77,51,61,61,0,37,40,51,4,38,0,75,48,87,63,5,92,57,29,52,0,1,30,55,51,80,0,8,19,23,33,29,53,75,60,30
2005-07-01,12,72,87,100,67,65,27,37,16,74,88,43,32,89,20,20,90,100,71,10,45,42,0,22,26,49,19,84,28,66,15,57,76,2,71,40,86,7,39,0,31,76,70,14,72,89,68,41,47,71,34,51,0,74,66,18,17,38,70,81,48,26,0,21,48,87,57,52,68,5,46,18,58,87,30,22,26,26,36,0,28,0,14,43,88,50,84,11,2,40,30,81,95,74,64,14,90,63,19,14,4,69,52,61,37,0,39,43,25,5,100,0,85,54,73,45,5,87,63,28,38,4,6,48,66,27,65,0,9,0,26,40,19,49,55,70,16
2005-08-01,34,88,90,91,83,68,29,38,16,74,67,34,31,79,19,21,87,99,73,11,44,39,0,70,28,55,9,91,59,83,14,53,40,2,57,53,81,17,33,0,29,70,66,20,63,95,70,43,44,62,62,45,0,70,77,19,18,35,55,72,49,29,15,23,56,83,45,49,55,6,51,21,61,81,48,23,25,28,44,74,26,1,11,45,92,53,85,15,2,43,35,82,94,56,44,15,78,64,26,14,6,77,42,59,60,0,41,49,12,4,53,0,81,55,49,39,5,82,53,25,95,3,3,60,72,38,69,0,10,19,34,43,29,54,45,24,44
2005-09-01,10,86,78,80,50,66,27,37,17,77,77,41,29,69,34,20,74,88,76,11,46,0,0,35,36,46,13,73,19,71,14,71,33,2,62,47,78,34,41,54,31,74,71,21,79,98,57,39,54,79,44,40,0,70,97,19,19,42,58,47,38,29,21,20,70,78,56,49,36,5,50,25,54,70,31,20,66,28,52,0,40,0,11,29,84,61,70,17,4,35,32,61,60,26,20,11,74,62,23,14,5,89,50,51,62,0,33,35,50,4,47,0,87,49,31,67,5,80,58,25,73,0,4,27,55,39,65,0,9,34,28,38,22,53,54,58,0
2005-10-01,36,69,70,80,58,59,30,37,15,79,83,28,27,58,39,20,66,75,79,12,56,0,61,48,25,46,14,45,43,63,15,68,52,2,72,50,84,7,33,0,28,64,54,19,78,67,50,33,55,73,31,45,0,71,84,18,17,80,57,50,36,29,0,18,54,71,32,82,31,6,55,20,45,70,54,18,60,29,57,20,34,0,12,41,81,68,68,5,5,35,31,53,48,19,22,13,73,65,25,11,5,63,51,73,45,0,30,33,50,6,41,0,80,58,16,47,5,79,56,24,67,1,3,84,44,43,47,0,10,0,27,50,17,50,54,52,95
2005-11-01,27,75,63,68,49,56,28,44,17,78,75,41,28,59,46,25,66,73,71,13,100,32,0,38,23,46,9,52,30,51,11,66,48,1,98,50,83,4,40,97,70,65,63,19,76,70,52,37,72,82,38,42,0,69,83,19,24,47,38,57,39,30,12,23,54,68,71,80,19,6,58,17,51,69,44,23,40,30,64,59,29,0,26,23,82,73,60,5,3,34,34,45,51,16,18,17,70,66,18,12,5,63,53,73,39,54,35,37,63,6,42,1,82,52,17,45,5,86,65,26,74,1,7,12,47,56,59,0,6,15,29,57,14,54,59,52,35
2005-12-01,46,62,57,61,43,43,37,44,17,62,61,33,27,57,16,30,61,65,80,13,76,0,0,57,25,40,8,48,35,60,11,52,37,1,58,51,56,3,33,49,38,65,49,20,64,78,48,31,50,55,38,55,0,62,62,18,21,36,47,55,41,24,25,33,48,53,40,55,19,6,47,18,29,64,77,33,20,24,54,40,21,0,50,23,80,46,56,10,5,35,28,35,54,18,20,21,79,60,18,10,5,100,51,64,45,0,31,23,39,5,34,1,62,38,20,54,5,74,57,28,67,1,2,49,64,38,46,0,11,0,26,44,12,56,47,43,0
2006-01-01,31,76,64,70,58,57,26,40,16,82,65,40,27,75,7,20,76,82,79,9,46,0,0,52,27,50,18,57,33,72,12,52,59,3,72,40,72,3,33,42,16,63,62,22,65,75,54,40,63,66,44,72,0,76,89,20,23,32,58,60,45,23,11,25,67,76,49,58,32,5,45,20,49,72,38,25,17,23,64,0,34,1,9,22,97,54,60,7,2,38,41,74,54,21,40,12,65,70,27,7,6,75,45,59,42,0,34,36,47,6,38,8,76,56,23,42,6,79,58,43,80,1,2,31,43,41,60,0,17,0,28,39,15,54,51,24,40
2006-02-01,25,76,62,70,53,56,26,41,17,78,68,51,25,74,7,17,76,86,73,10,37,0,55,40,24,48,12,51,19,53,13,51,50,2,75,41,84,3,38,0,30,76,63,21,71,67,51,39,76,73,41,63,0,73,75,20,22,13,55,58,37,27,28,23,59,76,33,65,33,7,47,20,49,61,47,23,18,27,70,18,20,1,12,27,86,50,62,8,2,36,33,59,58,22,42,10,66,57,24,9,7,51,46,48,60,0,38,31,38,6,38,0,71,49,21,74,6,84,63,64,74,1,8,44,65,51,57,0,23,14,25,41,13,51,42,26,32
2006-03-01,36,72,69,75,62,52,24,38,19,77,73,52,26,71,37,19,78,87,67,10,40,25,0,54,29,50,15,43,34,63,13,60,53,2,85,51,74,7,30,39,23,74,60,20,71,63,58,35,63,77,45,49,0,71,80,21,22,38,62,51,52,25,20,22,47,77,60,61,31,5,54,21,43,75,40,22,16,25,59,64,19,0,8,28,87,55,75,10,3,38,33,56,59,24,34,11,68,74,31,6,6,70,49,69,49,43,44,38,41,7,33,0,76,56,37,38,6,80,65,77,66,1,4,48,32,45,55,0,15,0,31,51,16,55,43,27,9
2006-04-01,31,75,71,82,68,57,24,36,17,77,78,36,29,79,39,18,71,84,59,10,34,0,0,30,18,43,12,50,48,77,17,52,56,3,79,60,76,8,30,0,24,65,50,22,62,61,55,36,49,65,46,43,0,68,69,20,22,70,72,69,48,28,32,23,65,80,55,69,36,6,41,18,52,70,36,23,17,28,57,51,23,0,10,28,77,62,73,10,3,37,32,54,62,27,41,14,83,72,22,10,6,53,46,67,46,0,46,28,52,6,33,0,71,52,31,44,5,83,63,71,65,1,4,72,63,52,45,0,15,26,24,37,20,52,26,77,50
2006-05-01,37,90,71,70,71,62,22,40,17,83,69,53,30,73,38,19,74,88,63,10,34,0,0,45,20,46,9,67,28,78,24,76,70,2,64,59,71,6,40,40,23,100,56,21,61,70,59,38,60,69,44,36,0,71,66,20,21,48,29,63,55,30,15,23,57,84,68,60,44,5,40,21,43,76,52,24,16,29,58,16,22,0,12,29,79,61,67,21,7,36,33,59,72,37,41,14,74,67,29,9,5,57,48,74,67,44,45,29,43,6,32,0,75,45,56,28,5,87,67,40,67,1,4,10,37,35,54,0,13,38,18,35,24,57,46,70,48
2006-06-01,15,95,71,71,72,60,24,37,18,77,62,35,29,70,46,18,76,88,58,10,34,0,0,38,24,43,10,64,29,61,17,56,58,2,49,48,71,5,39,42,24,72,41,23,59,68,59,43,44,61,48,41,0,66,62,20,23,20,50,72,50,28,21,24,67,82,61,52,50,5,49,19,51,68,35,24,17,29,57,0,26,0,13,32,73,58,69,12,99,38,32,73,82,50,54,15,76,63,19,10,4,60,47,57,50,0,44,39,48,5,41,0,75,49,70,44,4,86,69,32,50,3,6,10,37,41,50,0,14,0,25,44,32,54,46,61,40
2006-07-01,55,79,74,79,75,54,26,39,21,71,66,32,31,82,7,19,78,89,59,10,37,0,0,49,20,57,21,84,37,72,15,47,40,2,42,46,60,5,33,0,24,79,55,22,55,71,62,38,41,56,37,50,0,68,56,22,20,22,40,64,44,30,16,23,56,76,28,58,68,7,60,26,57,75,43,23,0,30,39,17,23,0,12,40,86,53,75,9,41,41,33,87,96,72,67,18,71,61,30,10,5,61,43,55,43,0,50,41,26,4,47,0,75,61,77,43,4,71,73,34,38,2,4,21,50,37,56,0,15,13,29,56,22,52,36,16,20
2006-08-01,14,94,73,77,91,58,27,41,18,78,72,48,31,73,31,22,85,91,65,11,41,0,0,59,25,53,17,100,34,76,13,50,42,2,48,56,64,7,30,39,49,78,52,23,52,68,60,41,35,60,49,47,0,62,71,20,20,17,50,58,46,28,20,24,54,74,60,48,64,7,52,28,55,76,48,24,16,28,47,16,30,1,12,36,90,50,75,11,3,42,35,78,84,55,46,18,70,75,21,14,6,68,53,53,51,0,47,38,32,4,51,0,70,53,51,52,4,86,70,29,96,2,9,58,49,36,51,0,14,0,25,46,18,54,59,11,75
2006-09-01,47,90,63,70,65,66,27,39,18,77,80,35,28,62,35,21,72,83,71,11,38,0,0,42,18,47,13,77,35,57,14,59,39,3,51,59,73,5,29,0,32,62,57,24,58,63,57,35,45,61,44,44,0,61,87,21,22,21,63,58,45,29,19,23,56,71,30,53,41,7,52,21,60,62,40,23,0,29,42,75,28,1,11,27,90,57,62,6,3,36,37,58,61,23,22,16,74,74,24,10,6,71,46,61,31,0,39,43,35,4,43,0,75,55,28,55,4,73,63,24,71,1,6,36,45,34,48,0,18,0,20,50,9,52,38,57,0
2006-10-01,37,76,59,66,63,54,32,40,19,72,77,44,27,53,31,23,67,74,72,13,43,0,0,42,22,47,17,47,26,61,12,71,41,2,56,56,85,1,30,0,54,68,43,26,62,61,55,36,61,68,51,43,0,63,74,21,23,43,68,49,41,30,21,23,61,65,39,58,27,7,47,21,38,61,24,23,40,30,53,40,24,1,14,33,88,59,64,7,3,32,32,49,55,17,22,18,75,60,20,7,6,52,51,56,37,36,35,36,54,5,37,1,74,58,20,70,4,80,68,25,80,2,5,32,48,48,45,0,13,31,22,44,8,50,45,29,63
2006-11-01,47,72,56,60,44,53,28,44,20,75,70,45,27,61,20,28,64,71,70,13,62,0,0,59,21,45,11,49,44,55,11,53,55,3,50,51,75,3,31,0,36,63,45,25,66,68,49,35,63,73,59,50,0,68,68,22,18,45,46,46,44,30,20,24,49,61,37,56,20,8,38,21,41,57,50,24,13,30,51,26,25,0,23,26,93,54,52,11,2,34,34,49,50,14,20,25,63,65,17,7,6,65,50,65,47,0,31,29,54,5,34,2,76,53,16,50,5,82,68,27,73,1,6,23,33,47,45,0,16,20,28,33,18,54,41,43,30
2006-12-01,100,66,52,56,51,44,44,46,20,64,58,32,28,49,37,32,59,64,78,14,74,0,0,62,18,43,11,36,35,59,7,41,40,2,56,52,59,1,24,0,13,59,37,26,53,62,42,26,38,53,42,62,0,57,60,21,19,28,45,48,46,24,17,36,39,50,30,37,20,10,39,20,32,54,75,36,55,24,47,41,20,1,43,26,91,47,47,11,3,33,29,35,54,15,19,31,75,66,19,8,6,78,59,51,31,0,27,22,30,5,43,0,69,37,20,45,4,63,71,28,71,1,6,0,64,23,47,0,16,0,23,36,16,59,35,36,16
2007-01-01,89,74,55,60,60,60,29,41,21,79,71,38,26,70,27,22,83,76,76,10,53,18,71,58,22,56,13,63,32,58,10,48,38,3,61,43,68,3,33,28,22,58,53,26,59,69,53,38,56,69,36,78,0,97,80,25,27,38,48,48,41,25,14,27,44,74,42,39,30,9,52,18,38,56,29,27,12,25,51,23,19,1,10,26,100,48,61,5,2,33,44,66,58,20,35,15,69,65,23,9,6,64,51,58,50,31,39,33,39,6,41,0,78,54,20,66,5,75,66,40,74,1,5,28,59,31,47,0,23,18,23,47,15,54,39,39,20
2007-02-01,74,72,56,63,59,55,29,46,19,74,77,35,26,63,24,20,84,79,73,11,41,40,38,42,23,51,16,48,62,52,11,56,49,4,67,42,67,3,33,0,30,64,58,29,63,70,53,35,51,63,37,66,0,88,69,22,24,31,43,56,41,26,23,25,55,69,45,52,33,10,41,20,46,55,31,25,0,26,66,62,21,1,13,27,86,47,60,6,2,34,35,58,61,20,32,14,64,71,23,8,7,56,51,51,43,0,40,36,32,6,39,0,76,54,21,72,5,82,71,61,86,1,8,38,50,46,47,0,22,0,21,40,9,52,40,36,15
2007-03-01,79,68,61,65,72,57,25,38,18,80,69,33,25,76,34,21,85,76,69,10,45,17,100,46,24,55,13,36,45,75,13,51,33,4,59,52,70,5,31,27,18,60,47,28,59,72,53,36,51,62,44,55,0,91,66,21,21,37,53,52,44,26,24,23,54,68,45,58,30,11,52,19,50,60,43,24,0,26,55,33,25,1,9,22,87,49,66,6,3,51,34,52,60,24,34,15,68,72,21,7,6,47,45,46,46,0,44,39,39,5,38,1,75,58,30,43,5,77,71,75,67,3,6,26,41,56,45,0,18,25,25,51,14,51,42,31,13
2007-04-01,51,73,61,68,51,52,25,39,19,76,61,37,29,63,35,21,81,77,65,10,42,0,0,42,22,49,17,44,27,69,14,53,84,3,67,54,72,4,34,0,46,63,43,29,54,73,55,35,49,60,46,45,0,81,63,21,21,48,49,62,51,26,14,24,54,70,35,44,36,10,49,20,36,55,50,24,34,26,63,34,23,0,10,26,87,59,67,8,2,51,35,53,66,25,39,16,60,73,25,7,6,54,44,54,44,0,44,35,48,5,41,0,76,57,32,45,4,74,66,73,71,2,7,48,39,26,45,0,22,18,29,47,13,51,39,41,33
